X3_2046_B	X7_2472_B	X9_2492_B	X11_2653_B	X15_2677_B	X17_2691_B	X23_2817_B	X25_2852_B
ENSG00000257509	11	3	4	1	5	10	6	1
ENSG00000257511	13	15	26	0	11	18	11	8
ENSG00000257512	9	1	2	0	23	2	0	37
ENSG00000257514	0	0	1	1	0	0	0	0
ENSG00000257515	0	0	0	0	0	0	0	0
ENSG00000257517	0	0	0	0	0	0	0	0
ENSG00000257526	2	0	0	2	2	0	0	7
ENSG00000257528	0	0	0	0	0	0	0	0
ENSG00000257530	0	2	1	0	0	1	0	0
ENSG00000257531	3	0	0	0	2	4	0	1
ENSG00000257534	2	0	0	0	3	0	0	0
ENSG00000257539	1	2	2	0	0	4	2	0
ENSG00000257541	0	0	0	0	0	0	0	0
ENSG00000257542	0	0	3	2	1	0	2	3
ENSG00000257545	0	0	0	0	3	0	2	1
ENSG00000257548	0	0	0	0	0	0	0	0
ENSG00000257550	2	1	4	43	6	0	31	6
ENSG00000257553	7	14	4	1	6	6	10	9
ENSG00000257557	3	4	6	2	6	7	15	7
ENSG00000257564	0	0	0	0	0	0	0	0
ENSG00000257568	0	1	0	0	0	0	0	0
ENSG00000257572	0	0	0	0	1	0	1	0
ENSG00000257576	3	7	12	0	6	0	4	2
ENSG00000257579	0	0	0	0	0	0	0	0
ENSG00000257588	2	0	4	63	0	0	0	0
ENSG00000257594	2	7	8	9	7	3	18	25
ENSG00000257595	0	0	3	0	0	1	1	1
ENSG00000257596	1	0	0	0	0	0	0	0
ENSG00000257599	1	0	5	0	1	0	6	1
ENSG00000257604	0	0	1	0	0	2	0	2
ENSG00000257605	7	6	2	2	9	10	6	4
ENSG00000257611	1	0	0	0	0	0	0	0
ENSG00000257613	4	2	5	0	1	0	0	6
ENSG00000257616	0	0	0	0	0	0	0	0
ENSG00000257624	0	0	1	0	1	0	3	2
ENSG00000257634	0	0	0	0	0	0	0	0
ENSG00000257642	3	0	0	0	0	0	0	0
ENSG00000257643	0	0	0	0	0	0	0	0
ENSG00000257645	0	0	0	0	0	0	0	0
ENSG00000257649	0	0	0	0	0	0	0	0
ENSG00000257653	4	0	4	1	4	2	8	4
ENSG00000257654	0	0	0	0	0	0	0	25
ENSG00000257657	0	0	0	1	0	1	0	0
ENSG00000257660	1	1	1	1	3	2	7	13
ENSG00000257663	4	6	6	3	11	6	11	12
ENSG00000257671	5	78	46	35	42	20	12	9
ENSG00000257674	0	0	0	0	0	0	0	0
ENSG00000257675	0	0	1	0	0	0	2	0
ENSG00000257677	0	0	0	0	0	0	0	0
ENSG00000257680	0	0	0	0	0	0	0	0
ENSG00000257681	11	21	20	3	9	2	3	2
ENSG00000257683	0	0	0	0	0	0	1	1
ENSG00000257696	0	1	0	2	4	0	2	2
ENSG00000257698	66	46	40	34	60	26	90	100
ENSG00000257711	1	0	0	0	0	0	0	0
ENSG00000257715	0	0	0	1	0	1	0	3
ENSG00000257718	3	4	1	0	2	0	4	0
ENSG00000257726	0	0	0	0	0	0	0	0
ENSG00000257727	268	372	214	159	250	162	360	327
ENSG00000257732	0	0	0	0	0	0	0	0
ENSG00000257735	0	2	3	1	2	0	3	2
ENSG00000257740	0	3	2	0	0	1	1	0
ENSG00000257741	0	0	0	0	0	0	5	0
ENSG00000257742	180	274	207	120	156	124	317	245
ENSG00000257746	0	0	0	0	0	0	0	0
ENSG00000257752	4	3	2	0	1	2	1	1
ENSG00000257758	0	0	0	0	1	0	0	0
ENSG00000257761	1	0	0	0	0	0	0	0
ENSG00000257762	0	0	0	0	0	0	0	0
ENSG00000257763	0	0	0	0	0	0	0	0
ENSG00000257764	16	11	12	1	2	57	9	5
ENSG00000257766	0	0	0	0	0	0	0	0
ENSG00000257771	1	0	1	0	2	0	0	1
ENSG00000257773	0	0	1	0	2	1	0	1
ENSG00000257780	0	0	0	0	0	0	0	0
ENSG00000257781	0	0	0	0	1	0	0	0
ENSG00000257790	2	1	1	0	0	0	3	0
ENSG00000257792	1	0	0	0	0	0	0	0
ENSG00000257794	0	0	0	0	0	0	0	0
ENSG00000257802	0	0	0	0	0	0	0	0
ENSG00000257803	2	0	0	0	1	2	1	1
ENSG00000257808	1	6	5	4	6	0	10	3
ENSG00000257809	6	4	5	3	6	1	4	5
ENSG00000257813	0	0	0	0	0	0	0	0
ENSG00000257815	34	34	30	23	35	17	24	68
ENSG00000257817	0	1	0	4	1	0	0	5
ENSG00000257818	2	1	0	0	6	1	1	0
ENSG00000257824	0	0	0	0	0	0	0	0
ENSG00000257829	1	4	2	1	8	0	0	1
ENSG00000257830	0	1	1	0	0	0	0	0
ENSG00000257835	0	0	0	0	0	0	0	0
ENSG00000257837	0	0	1	0	0	0	0	0
ENSG00000257839	3	1	5	0	13	1	4	5
ENSG00000257849	0	0	0	0	0	0	0	0
ENSG00000257851	1	0	0	0	1	0	0	0
ENSG00000257852	0	0	0	0	0	0	0	0
ENSG00000257859	0	1	0	1	1	0	0	0
ENSG00000257875	0	2	1	0	1	3	2	0
ENSG00000257877	5	1	3	4	2	10	5	1
ENSG00000257878	1	0	0	0	2	0	0	7
ENSG00000257879	0	0	0	0	0	0	0	0
ENSG00000257880	2	0	0	0	0	0	0	0
ENSG00000257883	0	0	0	0	0	0	1	89
ENSG00000257885	0	0	0	0	0	0	0	0
ENSG00000257886	0	0	1	1	0	2	1	1
ENSG00000257890	0	0	0	0	1	1	0	0
ENSG00000257893	1	0	0	0	0	0	0	0
ENSG00000257894	1	3	5	3	4	24	12	21
ENSG00000257896	0	0	0	0	0	1	0	0
ENSG00000257906	0	0	0	0	0	0	0	0
ENSG00000257907	0	0	2	2	2	0	3	2
ENSG00000257910	0	0	0	0	0	0	0	0
ENSG00000257913	20	24	17	5	6	3	5	7
ENSG00000257918	0	0	0	0	1	0	2	3
ENSG00000257924	4	0	1	0	2	0	0	0
ENSG00000257925	0	1	0	0	0	1	0	1
ENSG00000257940	0	0	0	0	0	0	0	0
ENSG00000257941	0	1	0	0	0	0	0	0
ENSG00000257951	0	0	0	0	0	0	0	2
ENSG00000257953	0	0	0	1	0	0	0	0
ENSG00000257954	5	4	2	0	2	0	2	1
ENSG00000257955	0	0	0	0	0	0	0	0
ENSG00000257956	0	0	5	1	0	3	0	5
ENSG00000257964	0	0	0	0	0	0	0	0
ENSG00000257966	5	0	1	0	1	0	2	1
ENSG00000257985	1	0	0	0	0	0	0	0
ENSG00000257989	0	0	0	0	3	0	2	1
ENSG00000257991	0	0	0	0	0	0	0	0
ENSG00000257999	0	3	1	0	0	0	3	0
ENSG00000258001	0	0	0	0	0	1	0	1
ENSG00000258011	0	0	0	0	0	0	0	0
ENSG00000258012	0	0	0	0	0	0	0	0
ENSG00000258016	0	0	0	0	0	0	0	0
ENSG00000258017	47	60	41	26	39	53	85	100
ENSG00000258018	0	0	22	0	0	0	0	0
ENSG00000258026	0	0	0	0	0	0	0	0
ENSG00000258033	0	0	1	0	0	0	0	0
ENSG00000258034	1	0	1	0	0	0	0	4
ENSG00000258035	0	0	1	0	0	0	0	0
ENSG00000258044	0	0	0	0	0	0	0	0
ENSG00000258048	2	3	3	2	6	9	28	8
ENSG00000258053	0	0	0	0	0	0	0	0
ENSG00000258056	97	34	57	63	107	62	194	66
ENSG00000258057	7	2	4	11	14	6	15	32
ENSG00000258066	0	0	0	0	1	0	0	2
ENSG00000258068	1	2	0	1	0	0	0	0
ENSG00000258072	2	3	12	2	5	1	16	6
ENSG00000258077	5	2	0	0	2	0	0	1
ENSG00000258084	0	0	0	0	0	0	0	0
ENSG00000258086	0	0	1	0	0	0	2	1
ENSG00000258088	0	3	0	0	0	0	0	4
ENSG00000258090	0	0	0	0	0	0	0	0
ENSG00000258092	13	20	2	8	8	7	10	12
ENSG00000258096	0	0	0	0	0	0	0	0
ENSG00000258099	2	1	2	1	2	4	6	3
ENSG00000258100	0	0	0	3	3	1	0	1
ENSG00000258101	2	3	1	0	3	2	2	1
ENSG00000258102	0	0	12	0	3	1	0	5
ENSG00000258104	0	0	0	0	0	0	0	0
ENSG00000258111	0	0	0	0	0	0	0	2
ENSG00000258112	0	0	0	0	0	0	0	0
ENSG00000258115	0	0	0	0	0	0	0	0
ENSG00000258116	1	0	1	0	1	0	0	1
ENSG00000258117	1	0	0	0	0	0	0	0
ENSG00000258119	0	0	0	0	0	0	0	0
ENSG00000258128	0	2	0	0	0	0	0	2
ENSG00000258131	0	0	0	0	0	0	0	0
ENSG00000258133	0	0	0	0	0	0	0	0
ENSG00000258135	0	0	0	0	0	0	0	0
ENSG00000258136	0	2	2	0	3	0	1	2
ENSG00000258137	0	2	1	0	0	1	1	1
ENSG00000258142	0	0	0	1	0	0	0	0
ENSG00000258153	0	0	0	0	0	0	0	0
ENSG00000258159	1	0	1	0	0	0	0	0
ENSG00000258162	0	0	0	0	0	0	0	0
ENSG00000258168	1	3	1	2	4	5	3	5
ENSG00000258169	0	0	0	0	0	0	0	0
ENSG00000258170	1	0	9	0	1	1	0	0
ENSG00000258171	0	0	0	0	2	1	1	3
ENSG00000258172	1	0	0	0	1	1	0	0
ENSG00000258177	1	1	2	0	3	2	1	1
ENSG00000258179	0	0	2	0	0	0	0	0
ENSG00000258181	3	3	4	1	2	1	2	1
ENSG00000258183	0	0	0	0	0	0	0	0
ENSG00000258199	82	56	49	60	76	74	133	141
ENSG00000258204	0	0	0	0	0	0	0	0
ENSG00000258210	3	1	2	0	6	3	2	2
ENSG00000258215	0	0	0	0	0	0	0	0
ENSG00000258216	1	0	1	0	2	0	3	0
ENSG00000258230	3	0	5	1	1	2	2	0
ENSG00000258231	0	0	0	0	0	0	0	0
ENSG00000258232	25	35	16	4	16	12	15	35
ENSG00000258234	0	0	0	0	0	0	0	0
ENSG00000258235	0	0	0	0	0	0	0	0
ENSG00000258240	0	0	0	0	0	0	0	0
ENSG00000258244	0	3	1	0	0	0	0	0
ENSG00000258245	1	0	0	1	0	0	1	0
ENSG00000258247	0	0	0	0	0	0	0	0
ENSG00000258249	0	0	1	1	0	1	1	0
ENSG00000258260	0	0	0	0	0	0	0	0
ENSG00000258262	0	0	0	0	0	0	0	0
ENSG00000258271	0	0	0	0	0	0	0	0
ENSG00000258274	0	0	0	1	0	0	1	0
ENSG00000258279	1	1	1	0	0	0	0	0
ENSG00000258284	2	2	3	0	2	0	0	0
ENSG00000258285	0	0	0	0	0	0	0	0
ENSG00000258288	0	0	0	0	0	0	0	0
ENSG00000258290	0	0	0	0	0	0	0	0
ENSG00000258292	0	0	0	0	0	0	0	0
ENSG00000258302	4	6	6	1	9	2	5	6
ENSG00000258303	0	0	0	0	2	2	3	2
ENSG00000258304	0	0	0	0	1	0	0	0
ENSG00000258308	0	0	2	1	0	0	0	0
ENSG00000258311	7	13	6	2	16	8	20	6
ENSG00000258316	0	4	3	0	2	0	0	2
ENSG00000258317	2	3	1	1	4	6	1	4
ENSG00000258320	0	0	0	0	0	0	0	0
ENSG00000258323	0	0	0	0	1	1	1	0
ENSG00000258325	9	4	10	4	2	2	5	13
ENSG00000258331	0	1	1	5	2	2	1	5
ENSG00000258332	0	0	0	0	0	0	0	0
ENSG00000258334	0	0	1	0	1	1	66	21
ENSG00000258337	1	0	1	0	0	3	1	0
ENSG00000258343	2	0	0	1	1	4	0	2
ENSG00000258345	0	0	2	0	0	0	1	1
ENSG00000258352	5	5	5	0	10	7	9	2
ENSG00000258355	1	0	1	0	1	0	1	1
ENSG00000258357	0	0	0	0	0	0	0	0
ENSG00000258358	0	0	0	0	0	0	0	0
ENSG00000258359	2	6	1	2	6	0	3	4
ENSG00000258360	0	0	0	0	0	0	1	0
ENSG00000258365	12	5	12	2	14	8	3	12
ENSG00000258368	2	2	0	0	1	1	1	0
ENSG00000258373	0	0	0	1	0	0	0	0
ENSG00000258375	1	1	1	0	0	0	0	0
ENSG00000258435	0	0	0	0	0	0	1	0
ENSG00000258442	0	0	0	1	0	0	0	0
ENSG00000258449	0	0	0	0	0	0	0	0
ENSG00000258546	0	0	0	0	1	0	0	0
ENSG00000258554	2	0	1	1	3	0	5	2
ENSG00000258679	1	1	1	0	0	1	4	2
ENSG00000258763	0	0	2	0	0	0	0	0
ENSG00000258794	0	0	0	1	7	4	3	1
ENSG00000258815	1	11	1	0	1	5	0	2
ENSG00000258846	0	0	0	0	0	0	0	0
ENSG00000258879	0	0	0	0	0	0	0	0
ENSG00000259099	0	2	1	0	1	0	3	2
ENSG00000259125	1	0	0	0	0	0	1	1
ENSG00000259862	0	0	4	0	0	0	0	0
ENSG00000259884	1	1	0	0	0	0	0	0
ENSG00000259887	1	0	0	1	0	1	0	0
ENSG00000259937	0	0	0	0	0	2	0	0
ENSG00000260122	0	3	1	1	0	2	0	0
ENSG00000260329	12	5	10	6	15	7	15	25
ENSG00000260423	10	82	42	0	0	1	0	4
ENSG00000260470	2	0	1	0	12	0	5	0
ENSG00000260473	0	0	1	0	0	0	0	0
ENSG00000260597	7	24	19	9	37	74	7	5
ENSG00000260943	0	0	0	0	0	2	0	0
ENSG00000260987	0	0	0	0	0	0	0	0
ENSG00000261308	2	4	3	7	12	8	8	9
ENSG00000261324	77	63	106	30	194	100	137	245
ENSG00000261586	0	1	0	0	0	0	0	0
ENSG00000261799	122	94	83	31	100	79	196	181
ENSG00000261827	28	32	33	7	23	115	61	39
ENSG00000263510	0	0	0	0	0	1	0	0
ENSG00000263768	0	0	0	0	0	0	1	1
ENSG00000263913	0	0	0	0	0	1	1	0
ENSG00000264028	0	3	0	0	0	0	1	0
ENSG00000264043	13	6	14	5	10	21	42	7
ENSG00000264046	0	0	0	0	1	1	1	0
ENSG00000264062	0	0	1	0	0	0	0	0
ENSG00000264461	0	0	0	0	0	0	0	0
ENSG00000264978	0	0	0	0	0	0	0	0
ENSG00000265093	1	3	0	0	4	0	3	0
ENSG00000265345	0	0	0	0	0	0	0	0
ENSG00000265388	1	0	2	0	0	0	2	0
ENSG00000265603	0	1	0	0	0	1	0	0
ENSG00000265997	0	0	0	0	0	0	0	0
ENSG00000266023	0	0	0	0	0	0	0	0
ENSG00000266185	0	0	0	0	0	0	0	0
ENSG00000266269	0	0	0	0	0	0	0	0
ENSG00000266347	0	0	0	0	0	1	0	0
ENSG00000267281	5	5	5	0	2	1	1	2
ENSG00000267285	0	0	0	0	2	0	0	0
ENSG00000267942	0	0	0	0	0	1	2	0
ENSG00000268028	0	0	0	1	0	0	1	0
ENSG00000268069	5	2	11	3	10	6	22	31
ENSG00000268162	0	0	0	0	0	1	0	0
ENSG00000268640	0	0	0	0	0	0	0	0
ENSG00000268865	0	2	0	0	1	2	1	1
ENSG00000269282	2	5	1	0	0	1	0	0
ENSG00000269514	4	11	12	1	5	15	19	1
ENSG00000269529	0	0	0	0	0	1	1	1
ENSG00000269531	0	0	0	0	0	0	1	0
ENSG00000269676	2	0	0	0	0	0	0	1
ENSG00000269892	6	11	17	3	12	7	19	31
ENSG00000269903	3	4	2	1	2	2	1	5
ENSG00000269916	1	0	0	0	3	0	0	1
ENSG00000269923	8	0	2	2	6	4	11	9
ENSG00000269938	2	6	7	0	1	4	5	7
ENSG00000269968	531	1001	729	193	231	224	318	671
ENSG00000269980	0	0	0	0	0	0	0	0
ENSG00000269997	2	1	2	1	3	1	2	0
ENSG00000270005	7	10	8	7	14	8	29	15
ENSG00000270018	7	13	4	5	6	4	12	20
ENSG00000270028	13	10	20	7	24	8	53	41
ENSG00000270039	11	19	11	7	11	6	28	42
ENSG00000270048	2	1	1	1	1	0	3	0
ENSG00000270061	4	1	5	1	4	2	4	1
ENSG00000270068	0	0	0	0	0	0	0	0
ENSG00000270095	0	0	4	0	2	0	4	1
ENSG00000270130	0	1	4	0	4	3	4	0
ENSG00000270134	1	3	0	6	4	0	3	6
ENSG00000270175	8	8	3	18	21	8	48	33
ENSG00000270344	6	5	2	7	9	2	16	6
ENSG00000270429	0	0	0	0	0	0	0	0
ENSG00000270445	0	0	0	0	0	0	0	0
ENSG00000270482	0	3	9	1	8	3	4	4
ENSG00000270766	0	0	0	0	0	0	0	0
ENSG00000270857	0	0	0	0	0	0	0	0
ENSG00000270858	0	0	0	0	0	0	0	0
ENSG00000270863	0	0	0	0	0	3	0	2
ENSG00000270926	0	1	0	0	0	0	0	0
ENSG00000271018	0	0	0	0	0	0	0	0
ENSG00000271065	0	0	0	0	0	0	0	0
ENSG00000271142	1	0	1	0	0	0	0	1
ENSG00000271259	4	3	1	1	2	3	2	2
ENSG00000271327	10	16	8	3	16	15	13	5
ENSG00000271370	0	0	0	0	0	0	0	0
ENSG00000271379	0	0	0	0	0	0	0	0
ENSG00000271382	0	4	2	0	0	0	0	5
ENSG00000271500	0	0	0	0	0	0	0	0
ENSG00000271547	1	1	0	0	2	1	4	0
ENSG00000271579	0	0	5	0	1	0	0	1
ENSG00000271596	2	1	2	0	1	0	3	0
ENSG00000271614	33	15	15	28	53	41	45	36
ENSG00000271621	0	0	0	0	0	0	0	0
ENSG00000271769	3	7	6	1	7	1	24	9
ENSG00000271963	0	0	1	0	1	1	0	0
ENSG00000271969	5	12	5	1	3	0	2	3
ENSG00000272028	0	0	0	0	0	0	0	0
ENSG00000272173	19	21	40	71	29	9	82	100
ENSG00000272201	144	72	54	27	73	27	99	96
ENSG00000272214	0	1	1	1	2	1	1	2
ENSG00000272368	10	4	8	13	6	3	8	28
ENSG00000272369	1	1	4	3	1	4	12	27
ENSG00000272464	0	0	0	0	0	0	0	0
ENSG00000272724	0	0	0	1	0	0	0	0
ENSG00000272822	2	0	0	0	1	0	0	0
ENSG00000272849	3	0	2	1	2	0	1	2
ENSG00000272917	0	0	1	0	0	0	0	0
ENSG00000272963	0	0	0	0	0	0	0	0
ENSG00000273015	113	96	116	186	298	114	705	338
ENSG00000273079	3	5	435	3	4	0	0	0
ENSG00000005810	1117	855	1233	877	1742	1475	3820	1382
ENSG00000005812	479	336	416	809	857	714	1575	818
ENSG00000023516	1228	771	578	805	1280	801	2646	969
ENSG00000027001	247	218	81	479	293	203	622	321
ENSG00000032742	203	188	88	271	268	152	612	242
ENSG00000041515	29	6	4	7	101	11	28	4
ENSG00000043355	0	0	39	0	123	1	1	0
ENSG00000057593	1	0	3	242	282	171	303	20
ENSG00000065150	2254	1755	1174	1330	1523	1150	3227	1837
ENSG00000068650	559	698	440	316	564	718	1093	534
ENSG00000073910	55	142	93	364	656	271	1292	1318
ENSG00000075673	0	0	1	1	0	0	0	0
ENSG00000080166	4	3	10	4	1	2	1	0
ENSG00000080618	0	0	0	0	1	1	0	0
ENSG00000083520	872	711	538	478	610	512	1246	683
ENSG00000083535	251	217	151	175	303	205	528	259
ENSG00000083544	311	309	221	237	320	423	552	306
ENSG00000083635	189	184	66	77	121	109	229	174
ENSG00000083642	500	480	410	663	603	510	1797	686
ENSG00000088386	7	31	6	1	2	1	0	1
ENSG00000088387	461	658	487	1131	1503	595	2150	1335
ENSG00000088448	2226	1494	1505	422	1197	1349	1936	776
ENSG00000088451	146	153	140	96	105	121	250	107
ENSG00000102445	37	32	55	5	34	63	48	8
ENSG00000102452	70	59	1	34	40	27	53	59
ENSG00000102466	4	0	1	4	6	3	2	2
ENSG00000102468	0	1	246	10	6	6	8	3
ENSG00000102471	279	342	239	341	344	291	1118	430
ENSG00000102524	370	433	507	86	337	703	641	144
ENSG00000102531	1039	1154	1305	1045	1069	1119	2410	968
ENSG00000102539	0	0	0	1	2	0	0	0
ENSG00000102543	83	64	58	84	95	77	190	119
ENSG00000102547	387	342	239	440	291	207	304	616
ENSG00000102554	155	729	426	208	145	47	35	130
ENSG00000102572	1839	1954	1096	1439	1403	1726	3671	2495
ENSG00000102580	1076	1136	1381	1482	1294	1195	2418	1808
ENSG00000102595	448	324	363	138	340	263	545	397
ENSG00000102606	1476	976	694	686	1123	864	1879	967
ENSG00000102678	13	111	3	8	7	3	0	1
ENSG00000102683	1	0	2	0	6	9	7	4
ENSG00000102699	640	1219	736	686	969	1338	2824	1085
ENSG00000102710	767	710	559	484	631	602	1250	546
ENSG00000102738	296	278	254	187	204	192	414	201
ENSG00000102743	123	106	47	97	99	56	264	248
ENSG00000102753	923	1133	541	489	758	656	1369	569
ENSG00000102755	471	579	588	302	954	321	671	691
ENSG00000102760	257	295	338	143	385	198	480	250
ENSG00000102763	341	442	212	467	544	461	3740	466
ENSG00000102780	337	696	261	112	648	508	6711	311
ENSG00000102781	125	179	142	140	271	217	500	216
ENSG00000102786	374	412	288	385	356	331	726	288
ENSG00000102794	3	6	6	0	0	1	0	0
ENSG00000102796	136	93	56	196	142	207	272	196
ENSG00000102802	40	25	67	81	182	144	120	56
ENSG00000102804	1576	1881	1205	1750	2148	1608	4702	2916
ENSG00000102805	362	208	262	388	433	416	891	446
ENSG00000102837	916	64	2	172	218	2	1	9
ENSG00000118922	163	333	274	144	436	319	667	379
ENSG00000118939	106	158	64	65	41	65	108	42
ENSG00000118946	274	196	275	164	506	328	561	321
ENSG00000120658	47	45	27	39	74	49	56	31
ENSG00000120659	8	7	10	16	22	34	9	11
ENSG00000120662	197	227	143	70	86	134	266	106
ENSG00000120664	9	6	3	1	0	1	0	1
ENSG00000120669	13	7	3	1	1	3	0	0
ENSG00000120675	551	762	332	455	264	507	759	548
ENSG00000120685	789	930	661	513	604	626	1467	741
ENSG00000120686	1121	1343	1259	1126	972	963	1704	1498
ENSG00000120688	338	283	221	170	214	253	464	324
ENSG00000120690	587	940	578	1220	1266	1215	5102	1411
ENSG00000120693	154	20	9	106	184	58	42	55
ENSG00000120694	3215	4041	1403	565	1490	1820	5085	1695
ENSG00000120696	346	210	133	231	287	161	675	345
ENSG00000120697	346	449	421	426	311	285	729	624
ENSG00000120699	425	616	257	176	208	232	462	251
ENSG00000121390	693	783	351	432	434	327	804	640
ENSG00000121741	1925	1234	990	934	1267	955	3807	1132
ENSG00000121742	2	3	3	0	2	1	0	3
ENSG00000121743	0	1	0	2	6	4	4	1
ENSG00000122025	25	20	25	44	45	27	40	277
ENSG00000122026	439	448	354	487	323	340	512	384
ENSG00000122033	444	516	355	425	441	452	837	563
ENSG00000122034	1448	1885	1188	1159	1008	1528	2450	2517
ENSG00000122035	59	52	64	49	169	49	67	61
ENSG00000122042	337	347	375	807	1016	1245	1194	784
ENSG00000122043	0	2	1	1	1	1	1	0
ENSG00000123171	0	0	0	0	0	1	0	0
ENSG00000123178	114	145	98	168	119	121	251	168
ENSG00000123179	548	849	225	372	298	213	373	401
ENSG00000123191	58	71	37	213	522	227	301	201
ENSG00000123200	1754	1309	1034	1089	1518	1583	3393	2350
ENSG00000123201	22	2	44	0	7	55	5	5
ENSG00000125245	13	9	25	7	41	24	72	10
ENSG00000125246	61	55	57	84	76	92	74	46
ENSG00000125247	675	356	160	129	324	174	888	530
ENSG00000125249	961	1155	622	421	691	830	1441	579
ENSG00000125255	1	0	0	0	0	0	0	0
ENSG00000125257	117	202	486	116	232	211	243	107
ENSG00000125266	330	372	280	433	838	367	544	921
ENSG00000125285	4	0	0	0	1	0	0	1
ENSG00000125304	2339	2515	2434	2392	2976	2851	7980	4132
ENSG00000126216	364	358	279	310	328	378	777	369
ENSG00000126217	776	466	280	666	1161	434	2616	1151
ENSG00000126218	2	5	6	34	46	29	8	9
ENSG00000126226	744	694	464	285	427	351	833	373
ENSG00000126231	1	0	0	10	2	0	0	0
ENSG00000127863	78	105	190	447	223	143	255	157
ENSG00000127870	447	474	418	536	538	589	1263	512
ENSG00000130177	1049	1150	684	685	717	739	1716	953
ENSG00000132932	30	18	21	17	41	57	39	58
ENSG00000132938	3	0	6	5	1	1	0	1
ENSG00000132950	238	312	210	179	210	206	380	179
ENSG00000132952	472	508	322	204	298	387	508	312
ENSG00000132953	590	695	438	351	532	451	1122	433
ENSG00000132958	17	11	24	1	0	3	2	1
ENSG00000132963	1190	1654	764	651	745	1068	1385	839
ENSG00000132964	317	517	210	132	174	221	334	148
ENSG00000132965	143	238	565	198	431	568	1129	220
ENSG00000132970	303	275	134	124	152	178	79	59
ENSG00000132972	0	1	1	0	0	1	0	0
ENSG00000132975	0	39	35	2	2	0	1	2
ENSG00000133083	644	45	155	573	396	174	247	1267
ENSG00000133101	12	120	10	4	5	6	2	5
ENSG00000133103	325	281	324	461	378	312	908	368
ENSG00000133104	1157	718	687	649	475	620	575	458
ENSG00000133105	0	0	0	0	0	0	0	0
ENSG00000133106	483	903	434	74	677	1227	880	153
ENSG00000133107	8	4	4	5	25	8	10	15
ENSG00000133110	4087	7539	6446	2599	27667	17578	28626	16857
ENSG00000133111	81	120	72	45	85	61	98	64
ENSG00000133112	27093	30544	21446	38317	24446	27812	40434	28314
ENSG00000133114	280	305	209	283	273	260	776	522
ENSG00000133115	0	0	0	0	0	0	0	0
ENSG00000133116	10	12	9	30	102	15	28	80
ENSG00000133119	578	531	131	100	160	140	451	266
ENSG00000133121	123	102	346	770	710	399	837	498
ENSG00000134864	27	44	26	45	48	42	72	33
ENSG00000134871	7731	6708	7128	1572	12914	6169	14033	10655
ENSG00000134873	0	2	1	2	7	0	1	6
ENSG00000134874	434	187	282	124	239	204	206	126
ENSG00000134882	649	949	500	562	899	834	1883	898
ENSG00000134884	2594	2250	1900	415	1177	1187	1755	1277
ENSG00000134897	293	241	169	103	219	200	339	195
ENSG00000134899	297	349	277	190	252	310	389	233
ENSG00000134900	1031	1271	707	515	713	854	1432	838
ENSG00000134901	128	93	72	62	164	128	195	119
ENSG00000134905	1008	988	756	576	602	617	1272	701
ENSG00000136098	139	222	106	111	156	185	172	153
ENSG00000136099	157	56	1	6	19	2	0	2
ENSG00000136100	783	921	683	444	576	775	1448	772
ENSG00000136104	579	511	287	295	282	393	673	370
ENSG00000136108	823	1002	320	110	259	386	1116	331
ENSG00000136110	0	0	1	0	1	1	1	0
ENSG00000136111	897	790	822	740	816	838	1799	1553
ENSG00000136114	64	46	51	72	175	84	136	108
ENSG00000136122	270	260	123	59	82	91	228	82
ENSG00000136141	286	278	249	271	482	478	794	450
ENSG00000136143	259	361	238	412	372	284	935	490
ENSG00000136144	602	509	269	338	627	477	1297	529
ENSG00000136146	497	647	420	471	507	458	1113	716
ENSG00000136147	603	856	478	396	497	640	1091	489
ENSG00000136149	2	1	1	3	0	1	1	2
ENSG00000136152	465	437	489	448	427	436	1025	503
ENSG00000136153	326	274	426	465	399	451	711	417
ENSG00000136155	0	4	4	1	0	0	0	0
ENSG00000136156	3995	3160	4613	5207	6999	9797	13590	6065
ENSG00000136158	89	115	122	146	227	143	200	99
ENSG00000136159	381	246	214	217	225	160	436	223
ENSG00000136160	60	80	142	151	263	97	149	125
ENSG00000136161	281	203	319	149	309	407	368	157
ENSG00000136167	1846	1250	3064	853	2691	4653	4200	1472
ENSG00000136169	283	320	292	193	262	609	615	311
ENSG00000139496	1074	954	667	589	616	735	1556	655
ENSG00000139505	535	331	336	464	516	467	968	467
ENSG00000139508	156	173	220	145	267	842	288	133
ENSG00000139514	849	994	744	447	523	602	1000	954
ENSG00000139515	3	0	0	0	0	0	0	0
ENSG00000139517	179	239	130	379	279	260	871	472
ENSG00000139597	233	119	284	146	206	312	316	138
ENSG00000139618	397	252	147	19	109	87	311	135
ENSG00000139656	0	0	2	0	0	1	0	0
ENSG00000139668	240	206	159	132	188	233	215	126
ENSG00000139675	28	43	25	28	39	33	70	31
ENSG00000139679	616	526	792	393	896	645	1533	497
ENSG00000139684	820	992	471	944	805	871	1260	1138
ENSG00000139687	800	407	746	693	1157	790	2621	646
ENSG00000139734	307	284	97	23	53	50	250	106
ENSG00000139737	116	11	58	17	46	31	22	17
ENSG00000139746	1252	1306	903	480	779	657	1509	686
ENSG00000139780	0	0	0	0	0	0	0	0
ENSG00000139793	834	726	897	1012	730	725	1845	831
ENSG00000139800	0	1	12	0	0	0	0	0
ENSG00000139826	242	229	237	233	317	236	503	229
